scene,item,bgimg,charimg,message,option,note,template,music,sc_name
5-2-4,,團長房間_夜.jpg,子柔.png,子柔:看來真的有訂單，完了……▼,,,,,
5-2-5,,團長房間_夜.jpg,阿哲.png,阿哲:在下還是考慮把一些景品賣了吧……▼,,,,,
5-2-6,,團長房間_夜.jpg,小辛.png,小辛:怎麼辦……？▼,,,,,
5-2-7,旁白,團長房間_夜.jpg,,"大家都看著我，身為團長，這時候我必須要挺身而出！
看來這時候只剩這最後的最後一招了……▼

團長:我知道該怎麼辦了。▼",,,,,
5-2-8,,團長房間_夜.jpg,子柔.png,"子柔:你上次也這樣說。▼
團長:這次是真的可以啦！我會保護網拍幫帳號的安全，我向你們保證。▼",,,,,
5-2-9,,團長房間_夜.jpg,阿哲.png,"阿哲:不愧是團長大人！▼
沒有退路了，我最後的最後的最後的必殺技，這時候必須使用。▼",,,,,
5-2-10,,團長房間_夜.jpg,子柔.png,"子柔:那你要怎麼辦？▼
團長:你們先回家吧，我處理好之後跟你們說。▼",,,,,
5-2-11,,團長房間_夜.jpg,小辛.png,"小辛:團長……加油！▼
小辛拍拍我的肩膀。▼",,,,,
5-2-12,旁白,團長房間_夜.jpg,,"
 
我本來不想用這招的。▼
",(5-4-1),,,,
5-3-1,團長家,團長房間_夜.jpg,,團長:啊誰要負責打電話？▼,,,,,
5-3-2,,團長房間_夜.jpg,阿哲.png,阿哲:在下是個社恐，無法通電話……▼,,,,,
5-3-3,旁白,團長房間_夜.jpg,,我看了一下小辛……嗯，下一位。▼,,,,,
5-3-4,,團長房間_夜.jpg,子柔.png,"子柔:唉……我來吧，你們真的是吼……
子柔一把搶過我的電話，打給客服。▼
子柔:您好，不好意思，我這邊是蟹拚的買家，我們有個包裹……
子柔:是，麻煩您。▼
子柔:對對，可是我們並沒有買這個東西……
子柔:這樣嗎？我再確認一下，不好意思耽誤您的時間，謝謝您的幫忙！▼
子柔打電話的語氣非常溫柔且禮貌，但整張臉越講越皺，最後又像是一團揉過的衛生紙。▼
子柔:客服那邊確定我們真的有這筆訂單，怎麼辦……▼",,,,,
5-3-5,旁白,團長房間_夜.jpg,,大家面面相覷。▼,,,,,
5-3-6,,團長房間_夜.jpg,子柔.png,子柔:看來真的有訂單，完了……▼,,,,,
5-3-7,,團長房間_夜.jpg,阿哲.png,阿哲:在下還是考慮把一些景品賣了吧……▼,,,,,
5-3-8,,團長房間_夜.jpg,小辛.png,小辛:怎麼辦……？▼,,,,,
5-3-9,旁白,團長房間_夜.jpg,,"大家都看著我，身為團長，這時候我必須要挺身而出！
看來這時候只剩這最後的最後一招了……▼
團長:我知道該怎麼辦了。▼
",,,,,
5-3-10,,團長房間_夜.jpg,子柔.png,"子柔:你上次也這樣說。▼
團長:這次是真的可以啦！我會保護網拍幫帳號的安全，我向你們保證。▼",,,,,
5-3-11,,團長房間_夜.jpg,阿哲.png,"阿哲:不愧是團長大人！▼
沒有退路了，我最後的最後的最後的必殺技，這時候必須使用。▼",,,,,
5-3-12,,團長房間_夜.jpg,子柔.png,"子柔:那你要怎麼辦？▼
團長:你們先回家吧，我處理好之後跟你們說。▼",,,,,
5-3-13,,團長房間_夜.jpg,小辛.png,"小辛:團長……加油！▼
小辛拍拍我的肩膀。▼",,,,,
5-3-14,,團長房間_夜.jpg,,我本來不想用這招的。▼,(5-4-1),,,,
5-4-1,團長家,團長房間_夜.jpg,,,,,,,
5-4-2,,團長房間_夜.jpg,阿嬤.png,"團長:阿嬤～▼
阿嬤:憨孫安怎～▼
團長:我想跟阿嬤借錢，有急用。▼
阿嬤:你又要去買玩具喔？▼
團長:不是啦！是朋友遇到困難，我要幫忙她啦。▼
阿嬤:朋友喔？啊你要多少錢？▼
團長:8000塊啦。▼
阿嬤:8000？你是安怎，去給人家勒索呦？遇到壞人要跟阿嬤說捏，阿嬤打他！▼
阿嬤是真的很疼我，所以我罪惡感超級重。▼
團長:沒事啦阿嬤，我會還給你，你要相信我，我是去做好事情啦。▼
我算過了，只要未來四年都把阿嬤包的紅包錢還給她，我就還清了。▼
阿嬤:厚啦，遇到壞事情要跟阿嬤說喔？▼
阿嬤從衣櫃裡掏出8000元，終於！▼
團長:那阿嬤你不要跟我爸媽說喔！▼
阿嬤:我看你是要去買玩具厚。▼
團長:我為善不欲人知啦！總之阿嬤不要跟我爸媽講喔！說好了喔！▼
阿嬤:好啦好啦，憨孫。▼",,,,,
5-4-3,旁白,團長房間_夜.jpg,,"拿到錢我趕緊去便利商店領了那個神祕的包裹。▼
我趕緊把包裹帶回家打開，滿重的。
打開包裹之後裡面還有一個鞋盒，包裝的真用心。▼
再把鞋盒打開，裡面瞬間傳出濃厚的塑膠味，還裝著一個寫著簡體字的紙盒跟一小塊磚頭。
「高科技招财录音黄金猪」▼",,,,,
5-4-3-1,旁白,團長房間_夜.jpg,pig.png,"我把盒子打開，是一個很醜的豬公模型，踩著一枚古錢幣，身上是很難看的黃色。豬公還吐出舌頭，看起來更恐怖了。▼
我撥動豬舌頭，好像是個開關，除了很有詭異以外我找不到任何可以誇獎的地方。▼



",,,,,
5-4-4,,團長房間_夜.jpg,pig.png,"團長:這三毀啊！▼
豬公:這三毀啊齁齁！▼
豬公說話了！它會用高八度的聲音學我說話！▼
團長:這個垃圾！▼
豬公:這個垃圾齁齁！▼
團長:要八千塊！不是招財是破財吧？！▼
豬公:不是招財是破財吧齁齁！ ▼
團長:詐騙啊！高科技在哪裡？▼
豬公:高科技在哪裡齁齁！▼
團長:白癡啊！！！▼
豬公:白癡啊齁齁！！！▼
花了這麼多心力，用8000塊換來一隻大便金色的醜豬公來笑我是白癡。
糟透了。▼",,,,,
5-4-5,旁白,團長房間_夜.jpg,,這時房門傳來敲門聲。▼,,,,,
5-4-6,,團長房間_夜.jpg,團長爸.png,"團長爸:阿嬤說你跟他借八千塊，這麼多錢你拿去幹嘛！▼
團長爸:出來交代清楚，不然今天不准吃飯！▼",,,,,
5-4-7,旁白,團長房間_夜.jpg,,阿嬤不是答應要幫我保密嗎……▼,,,,,
5-4-8,,團長房間_夜.jpg,阿嬤.png,阿嬤:你們不要罵他啦！就跟你們說我有答應要幫他保密啦！▼,,,,,
5-4-9,旁白,團長房間_夜.jpg,,那天，我終於想起來，有一種保密叫做「阿嬤覺得有幫你保密」……▼,,,,,
5-4-10,,團長房間_夜.jpg,,"後來爸媽跟我說這個叫做包裹詐騙，帶我去便利商店退掉了。
我的網拍帳號被沒收，今年也沒有壓歲錢。
賠了夫人又折兵，哭啊！▼",,,,,
5-4-10-1,,團長房間_夜.jpg,,終。▼,"重新開始=>play
時光倒轉轉轉轉...=>5-1-9",AMMA結局,option.html,,
,蟹拚網購平台,無,,,,,,,
5-5-1,旁白,團長房間_夜.jpg,,"我登入了蟹拚。▼
團長:訂單編號……訂單編號在哪裡？▼
小辛：點進「我的帳戶」，找了一下之後點了「購買清單」「全部」「代收貨」...▼
跟著小辛的指示找了半天，發現沒有訂單編號03124841！▼",,,,,
5-5-2,,團長房間_夜.jpg,小辛.png,"團長:小辛，你好聰明，真的沒有這個訂單編號！▼
小辛小小聲的「哼」了一聲，感覺非常得意。▼",,,,,
5-5-3,,團長房間_夜.jpg,阿哲.png,阿哲:團長大人，底下有一個「與客服即時交談」，小心起見，我們去客服問問看。▼,,,,,
5-5-4,,團長房間_夜.jpg,,團長:好！▼,,,,,
5-5-5,旁白,團長房間_夜.jpg,,"蟹拚的客服跟我們說這個並不是他們平台的帳號，也就是真的詐騙。▼
要不是有想到要跟網拍客服確認，我們辛辛苦苦湊的八千元可能就真的飛了。
詐騙好可怕，跟真的一樣！▼",,,,,
5-5-6,,團長房間_夜.jpg,子柔.png,子柔:所以沒事了嗎？萬歲！▼,,,,,
5-5-7,,團長房間_夜.jpg,阿哲.png,阿哲:太好了團長大人！▼,,,,,
5-5-8,旁白,團長房間_夜.jpg,,"小辛在旁邊輕呼了一口氣。▼
這是我們的完全勝利！▼",,,,,
5-5-9,,團長房間_夜.jpg,,我們現在應該:,"沒事啦！萬歲！嗨起來！！=>5-5-10-1
我們應該要告發他們！讓詐騙的循環終止在這一刻！=>5-5-11-1",,option.html,,
5-5-10-1,團長家,團長房間_夜.jpg,,,,,,,
5-5-10-2,,團長房間_夜.jpg,,"團長:我們贏了！我們打贏詐騙仔了！大家嗨起來！▼
我沉浸於戰勝這件事情的喜悅之中，大家緊張了這麼久，還差點遇到危險，現在終於從壓力中釋放。▼",,,,,
5-5-10-3,,團長房間_夜.jpg,子柔開心.png,子柔:萬歲！萬歲！！我的漫畫！！詐騙人Go Die！！▼,,,,,
5-5-10-4,,團長房間_夜.jpg,阿哲開心.png,阿哲:聖光啊！正義必得伸張！！▼,,,,,
5-5-10-5,旁白,團長房間_夜.jpg,小辛開心.png,小辛左顧右盼，看起來不知所措的樣子，最後羞紅了臉發出「耶～」的聲音，好可愛！▼,,,,,
5-5-10-6,,團長房間_夜.jpg,,"團長:為了慶祝我們對詐騙仔一戰的勝利，我去拿點餅乾跟飲料來慶祝一下！▼
我打開門，看到有個高高的身影雙手抱胸倚在門口，是老爸！▼",,,,,
5-5-10-7,,團長房間_夜.jpg,團長爸.png,"團長爸:所以，戰勝詐騙是什麼意思？▼
團長:嗯……我們在打電動？▼
團長爸:你們在打的電動魔王叫做詐騙仔？我看起來很好唬？▼
團長爸:一五一十說來聽聽吧。▼",,,,,
5-5-10-8,,團長房間_夜.jpg,,我爸把我拎回房間之後，出去抱了一些零食飲料進來招待團購幫的大家。▼,,,,,
5-5-10-9,,團長房間_夜.jpg,團長爸.png,團長爸:所以？發生什麼事了？▼,,,,,
5-5-10-10,,團長房間_夜.jpg,,逼不得已，我們你一言我一句地把這次的大冒險跟我爸報告，我爸皺著眉頭聽完，我好害怕。▼,,,,,
5-5-10-11,,團長房間_夜.jpg,團長爸.png,"團長爸:趁這個時候做個機會教育好了，你去把電腦打開。▼
團長爸:你搜尋「電子郵件防詐騙」，然後把這個網頁點開。▼
我點開一個叫做MailCloud的網頁，看到出現「提供可疑詐騙信資安分析服務」時，差點哭出來。古人發明「千金難買早知道」這句話時，一定也是哭著發明的。▼
團長爸:你看這裡有個「立即分析」的按鈕，按下去會出現一個信箱，以後要是出現怪怪的信，就按照網頁上的教學內容把信寄過去，他們就會幫忙分析是不是詐騙了，知道嗎？▼
團長:爸，為什麼你這麼熟練啊？▼
團長爸:不要問，問就是沒零用錢。▼",,,,,
5-5-10-12,,黑幕,,"老爸陪我們分享很多關於資訊跟個資安全的知識，就好像他曾經被騙過一樣了解。我們開開心心的度過了一個下午，開開心心地送大家回家，然後我的帳號被沒收了……順便挨了媽媽一頓罵……▼

隔天媽媽帶我去那間便利商店把取貨付款退掉，然後跟我說以後要買什麼網拍，他可以幫忙，但是必須經過他同意才行。畢竟未成年人買網拍需要經過成年人的同意，而且他也可以保護我們避免一些詐騙威脅。▼
早知道就早點跟爸媽說了……▼
雖然我們帳號沒有了，但值得高興的是我們沒有什麼損失，還學到了網路安全的知識，感覺好像又長大了一點。▼
雖然事情都解決了，但有一件事情每次想到都覺得奇怪，為什麼我沒有一開始就發現是詐騙？▼
 
總覺得好像有人一直慫恿我去拿貨，讓我忽略了這件事情的真相……▼
應該是我多心了吧？▼",,,,,
5-5-10-13,,團長房間_夜.jpg,,終 ▼,(0-1),PAPA結局(end),introduce.html,,
5-5-11-1,,團長房間_夜.jpg,,團長:我覺得不甘心。▼,,,,,
5-5-11-2,,團長房間_夜.jpg,子柔.png,"子柔:又要不甘心什麼？你怎麼那麼麻煩？▼
團長:子柔，老師曾經說過要做對的選擇，對吧，對吧？！▼
我看著子柔，眼神（想像中）發出正義的怒火，子柔嚇得點了點頭。▼
團長:我們如果放著這件事情不管，他們還會去騙別人，如果我們檢舉他們呢？如果他們被抓起來了呢？▼
子柔:就不會有人再受他們騙了？▼０－＋",,,,,
5-5-11-3,,團長房間_夜.jpg,,團長:對！正義執行！▼,,,,,
5-5-11-4,,團長房間_夜.jpg,阿哲.png,阿哲:我心我行澄如鏡，所作所為均正義！團長！正義執行啊！▼,,,,,
5-5-11-5,,團長房間_夜.jpg,小辛.png,"小辛:我可以回家了嗎？▼
小辛看起來一臉無奈，但這是重要的一刻。▼",,,,,
5-5-11-6,,團長房間_夜.jpg,,團長:阿哲！號碼！▼,,,,,
5-5-11-7,,團長房間_夜.jpg,阿哲.png,阿哲:１！６！５！▼,,,,,
5-5-11-8,旁白,團長房間_夜.jpg,,我們鬥志高昂的撥了165之後，電話傳來輕快的音樂聲。▼,,,,,
5-5-11-9,,團長房間_夜.jpg,反詐騙165,"反詐騙專員:反詐騙專線您好～▼
我們把所有的事情一五一十地跟反詐騙專員說了。他很有耐性地跟我們解釋了這個詐騙的過程、方法，以及其他的需要注意的地方。▼
反詐騙專員:你們有確認過信件內的資訊是否正確嗎？購物平台是否有這筆訂單呢？▼
團長:購物平台沒有這筆訂單，但我不知道為什麼會收到這封信。▼
反詐騙專員：方便告訴我你們email跟簡訊的內容嗎？
我們把簡訊跟email的內容告訴了他。",,,,,
5-5-11-9-1,,團長房間_夜.jpg,反詐騙165,阿哲光速的在鍵盤上輸入著訊息，正在照著專員的指示調查。,,,,,
5-5-11-9-2,,團長房間_夜.jpg,反詐騙165,"阿哲:在超商的官網上真的有這筆訂單...▼
小辛:原來03124841不是蟹拼的訂單編號…▼
子柔:難怪蟹拼網站找不到…▼
反詐騙專員:看來是透過超商的簡訊，讓你們以為是來自網購的貨物。但這封電子郵件確定是詐騙，因為他寫出訂購代碼是假的，連結也不要點喔！▼
團長:我差一點就點下去了…▼
反詐騙專員:看起來你的信箱跟電話等個資可能已經外流，不然應該不會接到那麼完整的假訊息。▼
詐騙手法日新月異，而且越來越難識破，你們要小心，真的有覺得怪怪的事情，記得跟家長或老師討論喔！
團長:那你們會去抓他們嗎？▼
反詐騙專員:你們有受到實際損失嗎？▼
團長:嗯……沒有？▼
反詐騙專員:那可能沒辦法受理，你們不要理那個包裹就好了。▼
反詐騙專員:對了對了，要是有人用165反詐騙專線的名義打給你們，記得要再打回165進行確認喔！小心被假165二次詐騙！▼
團長:嗯…好，謝謝。▼",,,,,
5-5-11-10,旁白,團長房間_夜.jpg,,"電話結束，有夠沒成就感……▼
這次的電話結束後，我們沒有去理那個包裹，生活恢復平靜。▼
有一天，有人用蟹拚的名義打給我，說我訂了包裹沒取貨。
我問了他「訂單編號呢？我要打去165確認」，他就把電話給掛了。▼

我們一如往常地存錢、買網拍、取貨。▼
但經歷了這次，我不經會想...▼
我們這樣下去真的好嗎？▼
會不會哪一天有更大的危機發生呢……▼",,,,,
5-5-11-11,旁白,團長房間_夜.jpg,,終▼,(0-1),165E結局(end),introduce.html,,
5-7-1,蟹拚網購平台,團長房間_夜.jpg,,,,,,,
5-7-2,,團長房間_夜.jpg,shopping_572.jpg,我點了訂單編號的超連結，等了一會讀取之後，跳出了蟹拚的登入頁面。▼,,登入畫面,msg_page.html,,
5-7-2-1,,團長房間_夜.jpg,shopping_572.jpg,,"團長:終於點到對的地方了……現在我們就這樣登進去=>5-7-3-1
子柔:欸你等一下，蟹拚的英文這樣拼對嗎？=>5-7-4-1",,option.html,,
5-7-3-1,旁白,團長房間_夜.jpg,,"我輸入了帳號密碼之後，等了一段時間的讀取。▼
跳出了空白的畫面。▼
疑？▼
團長:不會吧……▼",,,,,
5-7-3-2,,團長房間_夜.jpg,子柔.png,子柔:我剛剛不是說很奇怪嗎？你還登入？▼,,,,,
5-7-3-3,,團長房間_夜.jpg,阿哲.png,阿哲:快按上一頁！▼,,,,,
5-7-3-4,旁白,團長房間_夜.jpg,,"上一頁、重新整理、上一頁、登入蟹拼。▼
您的密碼錯誤，請重新輸入。▼
",,,,,
5-7-3-5,,團長房間_夜.jpg,阿哲.png,阿哲:團長大人，帳號看來是被盜了……▼,,,,,
5-7-3-6,旁白,團長房間_夜.jpg,,"大家陷入一片沉默。▼
團長:各位，我覺得，我們不如就這樣算了。▼
我看著大家，堅定地說著。▼
團長:我們想盡辦法就是要把帳號弄回來，但我們的帳號現在已經被盜了，已經沒有任何再把帳號弄回來的理由，我累了。▼",,,,,
5-7-3-7,,團長房間_夜.jpg,子柔.png,子柔:那取貨付款怎麼辦？▼,,,,,
5-7-3-8,,團長房間_夜.jpg,,"團長:算了啦，反正帳號都沒了，他要告就去告那個盜帳號的吧，我放棄了。▼
我催促著大家回家，小辛跟阿哲回家前都一臉擔心的看著我。▼
子柔留了下來，拍拍我的肩膀，說我很努力了，沒關係。▼
我的眼淚才不停掉下來。▼
再見了，網拍幫的帳號。▼
網拍幫正式解散，取貨付款的期限也已經過期多時，沒有任何事情發生。▼
這陣子子柔都會來陪我放學走回家，看來是真的很擔心我。▼
回家後，電話突然響起，我趕緊接起電話。▼
謎之人:同學，你的取貨付款退回來了耶？啊你不是說你一定要買？▼
團長:買什麼？▼
謎之人:你忘了喔？虧你還殺價這麼久，你不是說這雙球鞋降到八千塊你就買定了嗎？▼
謎之人:啊你現在還要不要，很多人在搶，但看在你那麼有誠意的份上，我再幫你開一次專屬賣場，這次要記得捏！▼
我的心臟跳得好大聲，8000塊？球鞋？▼
該不會……▼
",,,,,
5-7-3-9,,團長房間_夜.jpg,,終 ▼,(0-1),SGE結局,introduce.html,,
5-7-4-1,旁白,團長房間_夜.jpg,蟹拼登入畫面,"團長:我登過好幾次了，這肯定是蟹拚的頁面！▼
我看著網頁上的所有資訊，跟我記憶裡的蟹拼一模一樣，不可能有錯。▼
",,,,,
5-7-4-2,,團長房間_夜.jpg,子柔.png,子柔:受不了，看一下上面的網址啊！▼,,,,,
5-7-4-3,,團長房間_夜.jpg,,我看了一下，看不出有什麼不同。▼,,,,,
5-7-4-4,,團長房間_夜.jpg,子柔.png,子柔:你的眼睛是裝飾品喔？蟹拚的英文怎麼拼？▼,,,,,
5-7-4-5,,團長房間_夜.jpg,,團長:我怎麼知道，我看起來像歪果仁喔？▼,,,,,
5-7-4-6,,團長房間_夜.jpg,阿哲.png,阿哲:在查了一下，是Shepin01。▼,,,,,
5-7-4-7,,團長房間_夜.jpg,子柔.png,"子柔:這裡寫的是ShepinOl，是大寫O、小寫L，不是01，肯定有問題！▼
子柔的地位在我心裡從「孑孓」瞬間提升為「神」，太神啦！▼
團長:你是神嗎……？▼
子柔:是你太笨，換我來啦！▼
子柔在搜尋引擎上搜尋了蟹拚，小心翼翼確認了網址是否正確之後，點入了正確的蟹拚頁面。▼",(5-5-1),,,,
