scene,item,bgimg,charimg,message,option,note,template,music,sc_name
3-3-6,團長阿高對話,操場-夕.jpg,阿高.png,"阿高:啊哈哈對齁。
阿高:啊我還想到一招！我之前看到有人在販賣機挖硬幣的影片，他們有挖到很多錢，不然我們大家去挖販賣機怎麼樣！▼
團長:販賣機的錢是人家忘記的錢，我們去撿真的好嗎？而且我們要挖幾台才有八千元……▼
阿高站在原地用肩上毛巾擦了一下臉，沉思一會。▼",,,,,
3-3-7,團長阿高對話,操場-夕.jpg,阿高.png,"阿高:你知道「比卡」嗎？▼
團長:某個大人才能用的論壇網站？▼
阿高:我看我姊都用比卡去問網友一些很難的問題。
阿高:我有帳號，我們可以上網問看看這件事該怎麼辦。▼
團長:唉呦！聽起來不錯！
團長:等等，「比卡」不是只有大人才能有帳號嗎？為什麼你會有？▼
阿高:不要問你會怕啦！▼
團長:你神秘兮兮的一定有鬼！▼
阿高:不用～就拉倒咧～▼",,,,,
3-3-8,旁白,操場-夕.jpg,,"說完阿高笑嘻嘻地做了個鬼臉，然後拿著球向球場走去。
這主意讓我有點心動，真難得阿高的腦袋會想出一個可能可以的辦法。▼
",(3-1-1),"(跳回接3-1-1，就不能夠再選阿高)
(若已經選了兩個角色對話，則跳到 3-6)",,,
3-4,,阿哲房間-夜.jpg,,"來到阿哲家，阿哲正在跟別人連線玩鬥塔對決。 
看他這麼優閒，覺得好羨慕。▼",,,,,
3-4-1,,阿哲房間-夜.jpg,阿哲.png,"團長:阿哲……8000元的包裹，我該怎麼辦……▼
阿哲:我們要不要打去防詐騙專線，是116……不對，165！看看是不是詐騙？▼
團長:可是真的有包裹寄到便利商店耶，如果是詐騙怎麼可能會真的有包裹？▼ 
阿哲:也對喔。▼",,,,,
3-4-2,,阿哲房間-夜.jpg,阿哲.png,"阿哲:那在下打完這局之後去我們公會的「迪斯扣」群詢問一下大家的意見好了。 ▼
團長:阿哲抱歉，在你連線的時候吵你。▼
阿哲:沒事啦！以在下與團長大人的友情，這麼做完全ＯＫ。▼",,,,,
3-4-3,,阿哲房間-夜.jpg,阿哲.png,"阿哲的手動的飛快，手機傳來「四連殺」的聲音。
能邊講話邊打遊戲，阿哲是真的猛。▼
阿哲:啊，對了！公會裡有一個團員一直想要我的遊戲帳號，不然我問問他想用多少錢買？ ▼
團長:可是帳號賣掉你不會覺得可惜嗎？▼
阿哲:還好，反正在下沒課金，而且我要多做好事，要是哪天不小心轉生到異世界的話，顆顆顆……▼
團長:阿哲我聽不懂……但我覺得這是你的心血，這樣我會過意不去。▼
阿哲:那團長大人再想想看，如果不行的話在下隨時幫忙！▼",,,,,
3-4-4,旁白,阿哲房間-夜.jpg,,雖然阿哲常常講些聽不懂的話，但沒想到阿哲意外的夠兄弟…… ▼,(3-1-1),"(跳回接3-1-1，就不能夠再選阿哲)
(若已經選了兩個角色對話，則跳到 3-6)",,,
3-5,,團長房間_夜.jpg,,,,,,,
3-5-1,旁白,團長房間_夜.jpg,,"因為跟小辛面對面講話的話，她大概很難連續講超過十個字。
所以我決定打給她。▼
",,,,,
3-5-2,,團長房間_夜.jpg,小辛.png,"團長:小辛，我有個大問題，我怎麼都湊不出8000元去拿那個包裹，幫幫我……▼
小辛:其實我有個辦法，但我不太確定……▼
團長:什麼辦法？說出來嘛，說不定能幫到我呢！▼
小辛:你知道的，我那個秘密……▼",,"charimg: 小辛立繪(講電話) 暫時以 ""小辛.png""代替",,,
3-5-3,,團長房間_夜.jpg,小辛.png,"小辛其實一點也不冷酷，只是超級害羞。
她喜歡各種音樂，所以常穿著搖滾樂團的Ｔ恤出門。▼
 
小辛也喜歡偶像、可愛的衣服跟舞蹈。
就是太害羞了，不敢讓別人知道自己有這麼可愛的愛好。
但她真的很想讓大家看看她穿著可愛衣服跳偶像舞蹈的模樣。▼

我也是在一次取貨後聊天時，偶然得知了這個秘密。▼

小辛在「兜音」網站上有個帳號叫「辛迪家」，
她會戴著超大的口罩遮住臉，穿上日本偶像風格的可愛衣服，然後把自己跳韓國偶像舞蹈的影片放到「兜音」上。
她「辛迪家」的「兜音」帳號追蹤人數破千，超多的！▼
",,,,,
3-5-4,,團長房間_夜.jpg,小辛.png,"小辛:我有在兜音發文問粉該怎麼辦，一個哥說如果可以碰面的話，他願意出錢。▼
團長:太危險了吧！▼
小辛:每次「辛迪家」只要發影片或發文，那個哥就會在第一時間點愛心、留言加轉發，我覺得他是我的鐵粉。▼
團長:就算是鐵粉，你有聽過「黑粉」吧？超恐怖的！
團長:而且老師說不要隨便跟陌生人走，不行不行，真的不行！▼
小辛:這樣啊……▼",,,,,
3-5-5,,團長房間_夜.jpg,小辛.png,"小辛:對了，有些粉說過想買我的臉照。▼
團長:真的嗎？讚耶！如果只是賣照片的話我覺得就比較不危險了。▼
小辛:可是我很害怕曝光，我怕粉覺得我長得很醜，會掉粉。▼
團長:安啦！只是一兩張又沒差，我媽一天到晚在「面書」放自己的照片都沒怎樣。▼
",,,,,
3-5-5-1,,團長房間_夜.jpg,小辛生氣.png,"小辛:你很奇怪，你知道我很怕生，這是我的秘密，我不想被別人知道。
小辛:而且照你剛剛說的，老師也說過不能隨便給任何人自己的照片。▼
",,,,,
3-5-5-2,,團長房間_夜.jpg,小辛.png,"團長:對不起，小辛。那我再想想有沒有別的辦法吧。▼
小辛:網拍幫對我也很重要，我也會再考慮看看。▼",,,,,
3-5-6,旁白,團長房間_夜.jpg,,啊～真希望小辛不要真的生我的氣。▼,(3-1-1),"(跳回接3-1-1，就不能夠再選小辛)
(若已經選了兩個角色對話，則跳到 3-6)",,,
3-6,旁白,學校教室-日.jpg,黑幕,"問了半天，沒一個方法能用……▼
絕望啊……(抱頭) ▼
",(4-1),,,,
